No,Agence,Année,Trimestre,Nom du fournisseur,Numéro de référence,Date du contrat,Devis – numéro,Devis – catégorie,Devis – sous-catégorie,Contrat-début,Contrat-fin,Contrat durée (jours),Valeur du contrat (fin),Valeur du contrat (originale),Extra,Commentaires
163,Élections Canada,2004,1,RENAUD FOSTER,4-3750,2004-06-28,491,Services de conseillers en gestion,,2004-06-21,2004-09-30,101,24931,24931,0,
164,Élections Canada,2004,1,COMPUTER MEDIA GROUP,4-3763,2004-06-17,1179,Marchandises et produits divers,,2004-06-11,2004-06-25,14,"20163,08","20163,08",0,
165,Élections Canada,2004,1,"MARJERRISON, PAM",4-3810,2004-06-23,351,Autres services de communication non spécifiés ailleurs,,2004-07-01,2004-09-30,91,"24604,65","24604,65",0,
166,Élections Canada,2004,1,"JORDAN, NESBITT AND ASSOCIATES",4-3811,2004-06-23,351,Autres services de communication non spécifiés ailleurs,,2004-07-01,2004-09-30,91,"16231,9","16231,9",0,
167,Élections Canada,2004,1,PAUL MORISSET,4-3812,2004-06-23,351,Autres services de communication non spécifiés ailleurs,,2004-07-01,2004-09-30,91,10700,10700,0,
168,Élections Canada,2004,1,PAUL MORISSET,4-3813,2004-06-23,351,Autres services de communication non spécifiés ailleurs,,2004-07-01,2004-09-30,91,21400,21400,0,
169,Élections Canada,2004,1,"PITRE, CHRIS",4-3816,2004-06-23,351,Autres services de communication non spécifiés ailleurs,,2004-07-01,2004-09-30,91,"21387,16","21387,16",0,
170,Élections Canada,2004,1,"CREMER, PIERRE",4-3824,2004-06-23,351,Autres services de communication non spécifiés ailleurs,,2004-07-01,2004-09-30,91,"21346,5","21346,5",0,
171,Élections Canada,2004,1,"CREMER, PIERRE",4-3825,2004-06-23,351,Autres services de communication non spécifiés ailleurs,,2004-07-01,2004-09-30,91,"10673,25","10673,25",0,
172,Élections Canada,2004,1,"GRONDIN, GINETTE",4-3826,2004-06-23,351,Autres services de communication non spécifiés ailleurs,,2004-07-01,2004-09-30,91,13803,13803,0,
173,Élections Canada,2004,1,QUNARA INC.,4-3829,2004-06-24,472,Conseillers en technologie d'information,,2004-06-28,2004-09-30,94,"49096,95","49096,95",0,
174,Élections Canada,2004,1,ROBERT HALF CANADA INC.,4-3837,2004-06-25,813,Services d'aide temporaire,,2004-06-28,2005-02-02,219,"88007,5","88007,5",0,
175,Élections Canada,2004,2,ZSUZSANNA LIKO,4-3830,2004-07-12,491,Services de conseillers en gestion,,2004-04-13,2004-07-31,109,"43777,27","43777,27",0,
176,Élections Canada,2004,2,INTÉLÉC GÉOMATIQUE INC.,4-3855,2004-07-06,472,Conseillers en technologie d'information,,2004-07-12,2004-10-31,111,"40643,95","40643,95",0,
177,Élections Canada,2004,2,THE CANADIAN ASSOCIATION OF INDEPENDENT LIVING CENTRES,4-3865,2004-07-30,499,Autres services professionnels non précisés ailleurs,,2004-07-08,2004-09-30,84,23300,23300,0,
178,Élections Canada,2004,2,BOB COMMUNICATIONS,4-3874,2004-08-16,351,Autres services de communication non spécifiés ailleurs,,2004-07-21,2004-11-15,117,"69897,75","69897,75",0,
179,Élections Canada,2004,2,KELLY SERVICES CANADA LTD.,4-3877,2004-07-20,813,Services d'aide temporaire,,2004-07-26,2004-12-03,130,"18457,5","18457,5",0,
180,Élections Canada,2004,2,AMEC EARTH AND ENVIRONMENTAL,4-3897,2004-07-27,472,Conseillers en technologie d'information,,2004-07-28,2004-12-22,147,"27666,99","27666,99",0,
181,Élections Canada,2004,2,AIM PERSONNEL SERVICES INC.,4-3905,2004-07-29,813,Services d'aide temporaire,,2004-08-03,2004-12-17,136,"20030,4","20030,4",0,
182,Élections Canada,2004,2,AIM PERSONNEL SERVICES INC.,4-3906,2004-07-29,813,Services d'aide temporaire,,2004-08-03,2004-12-17,136,"20030,4","20030,4",0,
183,Élections Canada,2004,2,AIM PERSONNEL SERVICES INC.,4-3907,2004-07-29,813,Services d'aide temporaire,,2004-08-03,2004-12-17,136,"20030,4","20030,4",0,
184,Élections Canada,2004,2,AIM PERSONNEL SERVICES INC.,4-3910,2004-07-29,813,Services d'aide temporaire,,2004-08-03,2004-12-17,136,"20030,4","20030,4",0,
185,Élections Canada,2004,2,AIM PERSONNEL SERVICES INC.,4-3911,2004-07-29,813,Services d'aide temporaire,,2004-08-03,2004-12-17,136,"20030,4","20030,4",0,
186,Élections Canada,2004,2,AIM PERSONNEL SERVICES INC.,4-3912,2004-07-29,813,Services d'aide temporaire,,2004-08-03,2004-12-17,136,"20030,4","20030,4",0,
187,Élections Canada,2004,2,AIM PERSONNEL SERVICES INC.,4-3913,2004-07-29,813,Services d'aide temporaire,,2004-08-03,2004-12-17,136,"20030,4","20030,4",0,
188,Élections Canada,2004,2,AIM PERSONNEL SERVICES INC.,4-3915,2004-07-29,813,Services d'aide temporaire,,2004-08-03,2004-12-17,136,"20030,4","20030,4",0,
189,Élections Canada,2004,2,ADECCO,4-3916,2004-07-29,813,Services d'aide temporaire,,2004-08-03,2004-12-17,136,"20030,4","20030,4",0,
190,Élections Canada,2004,2,ADECCO,4-3918,2004-07-29,813,Services d'aide temporaire,,2004-08-03,2004-12-17,136,"20030,4","20030,4",0,
191,Élections Canada,2004,2,ADECCO,4-3919,2004-07-29,813,Services d'aide temporaire,,2004-08-03,2004-12-17,136,"20030,4","20030,4",0,
192,Élections Canada,2004,2,ADECCO,4-3921,2004-07-29,813,Services d'aide temporaire,,2004-08-03,2004-12-17,136,"20030,4","20030,4",0,
193,Élections Canada,2004,2,S & S SOFTWARE LTD.,4-3924,2004-08-03,472,Conseillers en technologie d'information,,2004-08-02,2004-12-31,151,39804,39804,0,
194,Élections Canada,2004,2,MTS ALLSTREAM INC.,4-3930,2004-08-05,472,Conseillers en technologie d'information,,2004-08-09,2005-02-11,186,119840,119840,0,
195,Élections Canada,2004,2,MTS ALLSTREAM INC.,4-3931,2004-08-05,472,Conseillers en technologie d'information,,2004-08-23,2005-02-28,189,119840,119840,0,
196,Élections Canada,2004,2,CANADIAN ETHNOCULTURAL COUNCIL,4-3932,2004-08-09,341,Services de recherche en communications,,2004-07-30,2004-12-31,154,"24995,2","24995,2",0,
197,Élections Canada,2004,2,GML RECORDS MANAGEMENT,4-3938,2004-08-10,491,Services de conseillers en gestion,,2004-06-23,2005-03-31,281,57780,57780,0,
198,Élections Canada,2004,2,"GARRISON, SANDRA",4-3939,2004-08-09,351,Autres services de communication non spécifiés ailleurs,,2004-08-09,2004-12-15,128,"21908,25","21908,25",0,
199,Élections Canada,2004,2,KAICE-TEC REPRODUCTIONS LTD.,4-3941,2004-08-30,321,Services d'imprimerie,,2004-08-05,2004-11-05,92,"248460,42","248460,42",0,
200,Élections Canada,2004,2,"DESAULNIERS, JOCELYNE",4-3955,2004-08-12,491,Services de conseillers en gestion,,2004-08-10,2004-09-10,31,12840,12840,0,
201,Élections Canada,2004,2,ENVELOPPE INNOVA,4-3959,2004-08-09,321,Services d'imprimerie,,2004-07-20,2004-08-16,27,"17414,25","17414,25",0,
202,Élections Canada,2004,2,"HOTTE, JEAN-LOUIS",4-3960,2004-08-17,491,Services de conseillers en gestion,,2004-08-09,2004-09-14,36,"17387,5","17387,5",0,
203,Élections Canada,2004,2,AMEC EARTH AND ENVIRONMENTAL,4-3966,2004-08-11,472,Conseillers en technologie d'information,,2004-09-01,2005-03-31,211,"65378,07","65378,07",0,
204,Élections Canada,2004,2,"CANTIN, ADRIEN",4-4000,2004-09-07,499,Autres services professionnels non précisés ailleurs,,2004-09-07,2004-12-31,115,"52162,5","52162,5",0,
205,Élections Canada,2004,2,"COPELAND, SUSAN",4-4001,2004-08-17,491,Services de conseillers en gestion,,2004-08-16,2004-09-03,18,"12037,5","12037,5",0,
206,Élections Canada,2004,2,SI SYSTEMS LTD.,4-4003,2004-08-16,472,Conseillers en technologie d'information,,2004-08-07,2004-12-31,146,28890,28890,0,
207,Élections Canada,2004,2,INTÉLÉC GÉOMATIQUE INC.,4-4009,2004-08-17,472,Conseillers en technologie d'information,,2004-09-07,2004-11-30,84,"18339,8","18339,8",0,
208,Élections Canada,2004,2,MTS ALLSTREAM INC.,4-4025,2004-09-10,472,Conseillers en technologie d'information,,2004-08-06,2004-08-31,25,"31636,69","31636,69",0,
209,Élections Canada,2004,2,AJILON CANADA,4-4026,2004-08-31,472,Conseillers en technologie d'information,,2004-09-01,2005-03-31,211,"88264,3","88264,3",0,
210,Élections Canada,2004,2,PAPP PLASTICS & DISTRIBUTING LTD.,4-4027,2004-08-23,321,Services d'imprimerie,,2004-08-04,2004-10-15,72,89024,89024,0,
211,Élections Canada,2004,2,PAPP PLASTICS & DISTRIBUTING LTD.,4-4028,2004-08-23,321,Services d'imprimerie,,2004-08-04,2004-10-15,72,33384,33384,0,
212,Élections Canada,2004,2,PAPP PLASTICS & DISTRIBUTING LTD.,4-4029,2004-08-23,321,Services d'imprimerie,,2004-08-04,2004-10-15,72,"14712,5","14712,5",0,
213,Élections Canada,2004,2,PAPP PLASTICS & DISTRIBUTING LTD.,4-4030,2004-08-23,321,Services d'imprimerie,,2004-08-04,2004-10-15,72,"16803,28","16803,28",0,
214,Élections Canada,2004,2,PAPP PLASTICS & DISTRIBUTING LTD.,4-4031,2004-08-23,321,Services d'imprimerie,,2004-08-04,2004-10-15,72,"16803,28","16803,28",0,
215,Élections Canada,2004,2,R.H.D.F. 2000,4-4038,2004-08-26,491,Services de conseillers en gestion,,2004-09-20,2004-12-31,102,36915,36915,0,
216,Élections Canada,2004,2,CMS HUMAN RESOURCES,4-4039,2004-08-26,491,Services de conseillers en gestion,,2004-09-30,2004-12-31,92,34775,34775,0,
217,Élections Canada,2004,2,AJILON COMMUNICATIONS INC.,4-4048,2004-09-02,472,Conseillers en technologie d'information,,2004-09-01,2004-12-31,121,"56616,38","56616,38",0,
218,Élections Canada,2004,2,MTS ALLSTREAM INC.,4-4050,2004-09-10,472,Conseillers en technologie d'information,,2004-09-01,2005-03-31,211,"31860,21","31860,21",0,
219,Élections Canada,2004,2,CALSTONE INC.,4-4055,2004-09-02,1231,Mobilier et ameublement du bureau incluant des pièces,,2004-08-13,2004-12-01,110,"24422,75","24422,75",0,
220,Élections Canada,2004,2,IMPRIMERIE STE-JULIE INC.,4-4059,2004-09-09,321,Services d'imprimerie,,2004-08-11,2004-11-12,93,"20861,79","20861,79",0,
221,Élections Canada,2004,2,IMPRIMERIE STE-JULIE INC.,4-4062,2004-09-09,321,Services d'imprimerie,,2004-08-11,2004-11-05,86,"20950,6","20950,6",0,
222,Élections Canada,2004,2,IMPRIMERIE STE-JULIE INC.,4-4064,2004-09-09,321,Services d'imprimerie,,2004-08-11,2004-11-05,86,40553,40553,0,
223,Élections Canada,2004,2,GARTNER GROUP CANADA,4-4083,2004-09-14,1143,"Matière imprimée, incluant livres, journaux, images, textes, manuscrits et formules",,2004-10-01,2005-09-30,364,"21132,5","21132,5",0,
224,Élections Canada,2004,2,MTS ALLSTREAM INC.,4-4085,2004-09-15,472,Conseillers en technologie d'information,,2004-10-01,2005-03-31,181,"96059,25","96059,25",0,
225,Élections Canada,2004,2,ALTIS HUMAN RESOURCES,4-4088,2004-09-16,813,Services d'aide temporaire,,2004-09-20,2005-07-15,298,"88954,84","88954,84",0,
226,Élections Canada,2004,2,ALTIS HUMAN RESOURCES,4-4089,2004-09-16,813,Services d'aide temporaire,,2004-10-04,2005-05-20,228,"88941,82","88941,82",0,
227,Élections Canada,2004,2,ALTIS HUMAN RESOURCES,4-4090,2004-09-16,813,Services d'aide temporaire,,2004-10-04,2005-05-20,228,"88941,82","88941,82",0,
228,Élections Canada,2004,2,DELTA PRINTING LTD.,4-4096,2004-09-20,321,Services d'imprimerie,,2004-08-09,2004-10-15,67,"11688,68","11688,68",0,
229,Élections Canada,2004,2,TRANSCONTINENTAL PRINTING,4-4101,2004-09-24,321,Services d'imprimerie,,2004-08-10,2004-11-05,87,"97658,9","97658,9",0,
230,Élections Canada,2004,2,TRANSCONTINENTAL PRINTING,4-4102,2004-09-20,321,Services d'imprimerie,,2004-09-02,2004-10-05,33,11877,11877,0,
231,Élections Canada,2004,2,WEBCOM LIMITED,4-4107,2004-09-22,321,Services d'imprimerie,,2004-08-06,2004-10-15,70,"252498,6","252498,6",0,
232,Élections Canada,2004,2,TRI-GRAPHIC PRINTING,4-4110,2004-09-22,321,Services d'imprimerie,,2004-09-20,2004-11-30,71,"15015,31","15015,31",0,
233,Élections Canada,2004,2,CALSTONE INC.,4-4116,2004-09-22,1231,Mobilier et ameublement du bureau incluant des pièces,,2004-09-22,2004-12-01,70,"10780,25","10780,25",0,
234,Élections Canada,2004,2,WEBCOM LIMITED,4-4117,2004-09-22,321,Services d'imprimerie,,2004-08-09,2004-10-15,67,"21673,92","21673,92",0,
235,Élections Canada,2004,2,MARQUARDT PRINTING LTD.,4-4120,2004-09-24,321,Services d'imprimerie,,2004-09-23,2004-11-05,43,"10096,52","10096,52",0,
236,Élections Canada,2004,2,"PITRE, CHRIS",4-4128,2004-09-27,351,Autres services de communication non spécifiés ailleurs,,2004-10-01,2004-12-31,91,"21399,97","21399,97",0,
237,Élections Canada,2004,2,"MARJERRISON, PAM",4-4129,2004-09-27,351,Autres services de communication non spécifiés ailleurs,,2004-10-01,2004-12-31,91,"24609,96","24609,96",0,
238,Élections Canada,2004,2,"GRONDIN, GINETTE",4-4130,2004-09-27,351,Autres services de communication non spécifiés ailleurs,,2004-10-01,2004-12-31,91,13803,13803,0,
239,Élections Canada,2004,2,"GRONDIN, GINETTE",4-4131,2004-09-27,351,Autres services de communication non spécifiés ailleurs,,2004-10-01,2004-12-31,91,12840,12840,0,
240,Élections Canada,2004,2,"HART, WILLIAM",4-4132,2004-09-29,351,Autres services de communication non spécifiés ailleurs,,2004-10-01,2004-12-31,91,17655,17655,0,
241,Élections Canada,2004,2,"JORDAN, NESBITT AND ASSOCIATES",4-4133,2004-09-27,351,Autres services de communication non spécifiés ailleurs,,2004-10-01,2004-12-31,91,15836,15836,0,
242,Élections Canada,2004,2,PAUL MORISSET,4-4134,2004-09-27,351,Autres services de communication non spécifiés ailleurs,,2004-10-01,2004-12-31,91,21400,21400,0,
243,Élections Canada,2004,2,PAUL MORISSET,4-4139,2004-09-23,351,Autres services de communication non spécifiés ailleurs,,2004-10-01,2004-12-31,91,10700,10700,0,
244,Élections Canada,2004,3,"LEFEBVRE, ANNIE",4-4135,2004-10-01,859,Autres services commerciaux qui ne sont pas précisés ailleurs,,2004-08-09,2005-02-04,179,"32699,2","32699,2",0,
245,Élections Canada,2004,3,MARITIME PAPER PRODUCTS,4-4180,2004-10-05,321,Services d'imprimerie,,2004-09-30,2004-11-12,43,130968,130968,0,
246,Élections Canada,2004,3,SMURFIT-MBI,4-4181,2004-10-07,321,Services d'imprimerie,,2004-09-30,2004-11-12,43,175801,175801,0,
247,Élections Canada,2004,3,"DESAULNIERS, JOCELYNE",4-4182,2004-10-05,491,Services de conseillers en gestion,,2004-10-01,2004-12-31,91,24824,24824,0,
248,Élections Canada,2004,3,DATAMARK SYSTEMS,4-4183,2004-10-31,321,Services d'imprimerie,,2004-09-23,2006-03-31,554,"297724,29","297724,29",0,
249,Élections Canada,2004,3,ANIXTER CANADA INC.,4-4188,2004-10-14,1179,Marchandises et produits divers,,2004-08-13,2004-10-29,77,"222047,68","222047,68",0,
250,Élections Canada,2004,3,KAICE-TEC REPRODUCTIONS LTD.,4-4189,2004-10-06,321,Services d'imprimerie,,2004-09-09,2004-11-05,57,44405,44405,0,
251,Élections Canada,2004,3,ELISABETH MACFIE EDITING,4-4191,2004-10-01,351,Autres services de communication non spécifiés ailleurs,,2004-09-27,2004-10-19,22,"11181,5","11181,5",0,
252,Élections Canada,2004,3,PUBLITEK,4-4192,2004-10-29,499,Autres services professionnels non précisés ailleurs,,2004-12-01,2005-12-31,395,72225,72225,0,
253,Élections Canada,2004,3,IT NET,4-4194,2004-10-07,472,Conseillers en technologie d'information,,2004-10-12,2005-03-31,170,86028,86028,0,
254,Élections Canada,2004,3,SIRIUS CONSULTING GROUP INC.,4-4196,2004-10-06,472,Conseillers en technologie d'information,,2004-10-06,2004-12-31,86,14980,14980,0,
255,Élections Canada,2004,3,HEALEY DISC MANUFACTURING,4-4198,2004-10-07,321,Services d'imprimerie,,2004-10-07,2004-12-31,85,"10260,23","10260,23",0,
256,Élections Canada,2004,3,GROUP NINE DISTRIBUTION,4-4215,2004-10-14,1179,Marchandises et produits divers,,2004-10-14,2004-11-15,32,24396,24396,0,
257,Élections Canada,2004,3,EXCEL HUMAN RESOURCES,4-4216,2004-10-14,472,Conseillers en technologie d'information,,2004-10-12,2005-03-31,170,"51236,95","51236,95",0,
258,Élections Canada,2004,3,TRI-CO PRINTING INC.,4-4217,2004-10-19,321,Services d'imprimerie,,2004-11-12,2004-12-31,49,14445,14445,0,
259,Élections Canada,2004,3,GLENWOOD LABEL AND BOX,4-4226,2004-10-15,321,Services d'imprimerie,,2004-10-15,2004-11-09,25,16692,16692,0,
260,Élections Canada,2004,3,BUSINESS STATIONERS,4-4228,2004-10-15,321,Services d'imprimerie,,2004-10-15,2004-11-15,31,16050,16050,0,
261,Élections Canada,2004,3,PORTAGE PERSONNEL INC.,4-4230,2004-10-15,813,Services d'aide temporaire,,2004-10-18,2005-02-25,130,"11416,9","11416,9",0,
262,Élections Canada,2004,3,HUNT TEMPORARILY YOURS,4-4231,2004-10-15,813,Services d'aide temporaire,,2004-10-18,2004-12-31,74,"11577,27","11577,27",0,
263,Élections Canada,2004,3,LOWE-MARTIN GROUP INC.,4-4232,2004-10-15,321,Services d'imprimerie,,2004-10-15,2005-03-31,167,"21271,6","21271,6",0,
264,Élections Canada,2004,3,INTÉLÉC GÉOMATIQUE INC.,4-4233,2004-10-18,472,Conseillers en technologie d'information,,2004-10-19,2005-03-31,163,70620,70620,0,
265,Élections Canada,2004,3,"CREMER, PIERRE",4-4242,2004-10-20,351,Autres services de communication non spécifiés ailleurs,,2004-10-01,2004-12-31,91,"13321,5","13321,5",0,
266,Élections Canada,2004,3,"DATA GROUP OF COMPANIES, THE",4-4243,2004-10-20,321,Services d'imprimerie,,2004-10-18,2004-10-22,4,"31827,15","31827,15",0,
267,Élections Canada,2004,3,"CREMER, PIERRE",4-4244,2004-10-20,351,Autres services de communication non spécifiés ailleurs,,2004-10-01,2004-12-31,91,"10673,25","10673,25",0,
268,Élections Canada,2004,3,LOWE-MARTIN GROUP INC.,4-4253,2004-10-21,321,Services d'imprimerie,,2004-10-21,2005-03-31,161,"11565,63","11565,63",0,
269,Élections Canada,2004,3,LOWE-MARTIN GROUP INC.,4-4254,2004-10-21,321,Services d'imprimerie,,2004-10-21,2005-03-31,161,"12727,65","12727,65",0,
270,Élections Canada,2004,3,DER GRAPHICS,4-4263,2004-10-21,1179,Marchandises et produits divers,,2004-10-21,2004-11-30,40,29746,29746,0,
271,Élections Canada,2004,3,HPH CONSULTING SERVICES INC.,4-4265,2004-10-27,491,Services de conseillers en gestion,,2004-10-22,2005-03-31,160,"24877,5","24877,5",0,
272,Élections Canada,2004,3,CORPORATE EXPRESS,4-4267,2004-10-21,1179,Marchandises et produits divers,,2004-08-31,2004-11-05,66,"21389,3","21389,3",0,
273,Élections Canada,2004,3,CONDAR CONSULTING INC.,4-4272,2004-10-31,491,Services de conseillers en gestion,,2004-10-25,2004-12-23,59,22363,22363,0,
274,Élections Canada,2004,3,MOORE CANADA,4-4273,2004-10-26,321,Services d'imprimerie,,2004-10-21,2004-11-26,36,"126595,98","126595,98",0,
275,Élections Canada,2004,3,SIRIUS CONSULTING GROUP INC.,4-4274,2004-10-21,472,Conseillers en technologie d'information,,2004-10-25,2005-01-14,81,"11692,96","11692,96",0,
276,Élections Canada,2004,3,TRI-CO PRINTING INC.,4-4277,2004-10-22,321,Services d'imprimerie,,2004-10-22,2005-03-31,160,"13455,27","13455,27",0,
277,Élections Canada,2004,3,"DATA GROUP OF COMPANIES, THE",4-4279,2004-10-22,321,Services d'imprimerie,,2004-10-15,2004-11-15,31,"16306,8","16306,8",0,
278,Élections Canada,2004,3,INTÉLÉC GÉOMATIQUE INC.,4-4287,2004-10-25,472,Conseillers en technologie d'information,,2004-10-25,2005-01-31,98,"30917,65","30917,65",0,
279,Élections Canada,2004,3,DARE HR,4-4291,2004-10-25,813,Services d'aide temporaire,,2004-10-21,2004-12-31,71,"17516,97","17516,97",0,
280,Élections Canada,2004,3,DARE HR,4-4292,2004-10-25,813,Services d'aide temporaire,,2004-10-18,2004-12-31,74,"18117,24","18117,24",0,
281,Élections Canada,2004,3,"DESAULNIERS, JOCELYNE",4-4293,2004-10-25,491,Services de conseillers en gestion,,2004-10-27,2005-01-31,96,24824,24824,0,
282,Élections Canada,2004,3,NATIONAL PRINTERS,4-4299,2004-10-25,321,Services d'imprimerie,,2004-10-25,2005-03-31,157,"13578,3","13578,3",0,
283,Élections Canada,2004,3,NATIONAL PRINTERS,4-4300,2004-10-25,321,Services d'imprimerie,,2004-10-25,2005-03-31,157,"13706,7","13706,7",0,
284,Élections Canada,2004,3,NATIONAL PRINTERS,4-4301,2004-10-25,321,Services d'imprimerie,,2004-10-13,2005-03-31,169,25573,25573,0,
285,Élections Canada,2004,3,PAPP PLASTICS & DISTRIBUTING LTD.,4-4304,2004-10-22,321,Services d'imprimerie,,2004-10-22,2004-11-19,28,"73715,51","73715,51",0,
286,Élections Canada,2004,3,ENVELOPPE CONCEPT INC.,4-4305,2004-10-26,321,Services d'imprimerie,,2004-10-26,2004-11-12,17,31565,31565,0,
287,Élections Canada,2004,3,MOORE CANADA,4-4320,2004-11-09,321,Services d'imprimerie,,2004-10-20,2004-11-26,37,"17199,18","17199,18",0,
288,Élections Canada,2004,3,ETIQUETTES PROFECTA INC.,4-4331,2004-10-29,1179,Marchandises et produits divers,,2004-10-29,2004-11-30,32,48364,48364,0,
289,Élections Canada,2004,3,TRI-CO PRINTING INC.,4-4334,2004-10-29,321,Services d'imprimerie,,2004-10-29,2005-03-31,153,"29906,5","29906,5",0,
290,Élections Canada,2004,3,"DATA GROUP OF COMPANIES, THE",4-4336,2004-10-29,321,Services d'imprimerie,,2004-10-29,2004-11-19,21,"12294,3","12294,3",0,
